Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time
Infinity,24.101,Infinity,24.959,Infinity,24.118,Infinity,24.321,Infinity,24.229,Infinity,23.605,Infinity,24.286,Infinity,24.97,Infinity,24.332,Infinity,24.321,Infinity,23.6,Infinity,24.114,Infinity,24.31,Infinity,24.038,Infinity,23.721,Infinity,24.067,Infinity,23.833,Infinity,24.624,Infinity,24.604,Infinity,24.379,Infinity,24.502,Infinity,24.29,Infinity,24.52,506.7283168739673,24.372,Infinity,24.135,Infinity,24.194,Infinity,24.118,Infinity,24.236,Infinity,23.83,Infinity,24.237,Infinity,24.34,528.311550094259,24.209,Infinity,24.221,Infinity,24.69,Infinity,23.949,531.5885280057695,24.024,Infinity,24.21,Infinity,23.986,Infinity,24.096,Infinity,24.763,Infinity,24.207,Infinity,24.464,Infinity,24.559,Infinity,24.17,Infinity,24.379,Infinity,23.932,Infinity,24.23,Infinity,23.978,Infinity,24.989,Infinity,24.496,Infinity,24.873,Infinity,24.431,Infinity,24.381,Infinity,24.796,Infinity,24.681,Infinity,24.116,Infinity,24.358,Infinity,24.561,Infinity,23.748,Infinity,24.528,Infinity,24.81,Infinity,24.231,Infinity,24.593,Infinity,23.918,Infinity,24.557,Infinity,24.674,Infinity,24.345,Infinity,23.83,Infinity,24.173,Infinity,24.913,Infinity,24.148,Infinity,24.196,Infinity,24.215,Infinity,24.03,520.1887916288829,24.34,Infinity,24.515,Infinity,24.554,Infinity,25.062,Infinity,24.955,Infinity,23.969,Infinity,24.686,Infinity,24.224,Infinity,24.114,Infinity,24.31,Infinity,23.843,Infinity,25.205,Infinity,24.371,Infinity,24.319,Infinity,23.841,Infinity,24.372,Infinity,24.661,Infinity,23.489,Infinity,24.455,Infinity,24.706,Infinity,24.166,Infinity,25.036,Infinity,23.995,Infinity,23.925,Infinity,24.109,Infinity,24.361
Infinity,24.32,Infinity,24.693,Infinity,24.708,Infinity,24.13,Infinity,24.359,Infinity,24.596,Infinity,24.406,Infinity,23.905,Infinity,24.301,Infinity,24.188,Infinity,24.303,Infinity,23.931,Infinity,23.92,Infinity,24.257,Infinity,24.207,514.399789675985,24.09,Infinity,24.301,Infinity,23.937,Infinity,24.645,Infinity,24.69,Infinity,23.795,Infinity,24.609,Infinity,24.715,Infinity,24.429,Infinity,24.541,Infinity,24.517,Infinity,25.169,Infinity,23.856,Infinity,24.079,Infinity,24.123,Infinity,24.366,Infinity,24.143,Infinity,23.82,Infinity,24.481,Infinity,25.097,531.1258666704039,23.783,Infinity,24.212,546.485859545755,24.181,Infinity,24.19,Infinity,24.566,Infinity,24.248,Infinity,24.473,Infinity,23.989,Infinity,24.242,Infinity,24.586,Infinity,24.372,Infinity,24.02,Infinity,24.068,Infinity,24.528,Infinity,24.222,Infinity,24.438,Infinity,24.079,Infinity,24.096,Infinity,24.386,Infinity,24.307,Infinity,24.106,Infinity,23.95,Infinity,24.124,Infinity,24.268,Infinity,24.595,Infinity,24.423,Infinity,24.745,Infinity,23.83,Infinity,24.19,496.79004238796193,24.115,Infinity,24.08,Infinity,24.371,Infinity,23.728,Infinity,25.32,Infinity,24.941,Infinity,24.557,Infinity,24.447,Infinity,23.989,Infinity,24.382,Infinity,24.432,Infinity,24.61,Infinity,24.654,Infinity,23.891,530.0597604773774,24.568,Infinity,24.38,Infinity,24.687,Infinity,23.826,Infinity,24.436,Infinity,23.772,Infinity,24.396,Infinity,24.53,Infinity,24.454,Infinity,24.354,Infinity,24.333,Infinity,24.146,Infinity,24.456,Infinity,24.096,520.219565107221,24.639,Infinity,24.543,Infinity,24.036,Infinity,23.981,Infinity,23.918,Infinity,24.746,Infinity,24.171,Infinity,24.352
Infinity,23.809,Infinity,26.176,Infinity,24.646,Infinity,24.26,Infinity,23.925,Infinity,24.599,Infinity,24.018,Infinity,24.194,Infinity,24.676,Infinity,24.101,Infinity,23.832,Infinity,24.594,Infinity,24.468,Infinity,24.045,Infinity,24.258,Infinity,24.333,Infinity,24.011,Infinity,24.21,Infinity,24.166,Infinity,24.778,Infinity,24.566,Infinity,24.522,Infinity,23.987,Infinity,23.67,Infinity,24.386,Infinity,23.782,537.4955087560589,24.864,Infinity,24.278,Infinity,24.535,Infinity,24.636,Infinity,24.423,527.0748088058886,23.851,Infinity,24.702,Infinity,24.281,Infinity,24.332,531.4535454711314,23.88,Infinity,24.023,Infinity,24.749,Infinity,23.785,Infinity,24.451,Infinity,23.984,Infinity,24.445,Infinity,25.125,Infinity,24.195,Infinity,24.206,528.7800724486,24.304,Infinity,24.013,Infinity,24.054,Infinity,24.051,Infinity,23.92,Infinity,24.22,Infinity,24.664,Infinity,24.32,Infinity,24.455,Infinity,24.498,Infinity,24.551,Infinity,24.409,Infinity,24.224,Infinity,24.193,Infinity,24.777,541.0683258168744,23.863,Infinity,24.794,Infinity,24.053,Infinity,24.489,496.5279574717427,24.74,Infinity,24.691,Infinity,24.518,Infinity,24.155,Infinity,24.246,Infinity,24.479,Infinity,24.527,Infinity,24.193,Infinity,23.705,Infinity,24.064,518.7261147817782,24.043,Infinity,24.153,Infinity,24.243,Infinity,24.591,Infinity,24.389,Infinity,24.421,Infinity,24.269,Infinity,24.242,Infinity,24.759,Infinity,24.655,Infinity,23.954,Infinity,24.349,Infinity,24.024,Infinity,24.32,Infinity,24.068,Infinity,24.133,Infinity,24.556,Infinity,23.848,517.7588122985836,24.48,Infinity,24.016,Infinity,24.067,Infinity,24.183,Infinity,23.989,Infinity,24.673,Infinity,24.161,Infinity,24.022
Infinity,23.621,Infinity,24.746,Infinity,24.488,Infinity,23.976,Infinity,24.074,Infinity,24.301,Infinity,24.822,Infinity,24.322,Infinity,24.588,Infinity,24.329,Infinity,24.565,Infinity,24.011,Infinity,24.23,Infinity,24.099,Infinity,23.823,Infinity,24.383,Infinity,24.548,Infinity,24.343,Infinity,24.769,Infinity,23.707,Infinity,23.909,Infinity,24.254,Infinity,24.268,502.2313653804731,24.688,Infinity,24.281,Infinity,24.493,Infinity,24.764,Infinity,24.346,Infinity,24.35,Infinity,24.294,Infinity,24.317,528.6849232834564,24.491,Infinity,24.027,Infinity,24.738,Infinity,23.94,533.9642823952526,24.058,Infinity,24.401,Infinity,25.001,582.2405799841517,24.954,Infinity,24.44,Infinity,24.09,Infinity,24.259,Infinity,24.285,Infinity,24.065,Infinity,23.822,524.3689151169941,24.451,Infinity,24.412,Infinity,24.087,Infinity,24.105,Infinity,23.764,Infinity,24.395,Infinity,24.083,Infinity,24.536,Infinity,24.373,Infinity,24.438,Infinity,23.915,Infinity,24.435,Infinity,24.486,Infinity,24.998,Infinity,24.263,538.782018639925,23.9,Infinity,24.239,Infinity,24.453,Infinity,24.117,Infinity,24.151,Infinity,24.327,Infinity,24.298,Infinity,24.215,Infinity,23.826,Infinity,24.555,Infinity,24.719,Infinity,25.081,Infinity,23.765,Infinity,23.984,520.3586157971162,24.731,Infinity,24.111,Infinity,24.515,Infinity,24.146,Infinity,24.792,Infinity,23.994,Infinity,24.242,Infinity,23.886,Infinity,24.484,Infinity,23.88,Infinity,24.064,Infinity,24.045,Infinity,23.849,Infinity,24.515,547.7373704403537,24.277,Infinity,23.866,Infinity,24.03,Infinity,24.267,Infinity,24.706,Infinity,24.011,Infinity,23.892,Infinity,25.043,Infinity,24.044,Infinity,24.278,Infinity,24.877,Infinity,24.42
Infinity,24.188,Infinity,24.852,Infinity,23.892,Infinity,23.758,Infinity,24.091,Infinity,23.881,Infinity,24.389,Infinity,23.906,Infinity,24.484,Infinity,23.642,Infinity,24.777,Infinity,24.343,Infinity,24.23,Infinity,23.853,Infinity,24.722,511.58718270581664,25.026,Infinity,23.672,Infinity,24.169,Infinity,24.092,Infinity,24.182,Infinity,23.728,Infinity,24.14,Infinity,24.088,507.4029896228402,24.105,Infinity,24.596,Infinity,24.566,537.2051087799404,24.187,Infinity,24.272,Infinity,23.731,Infinity,24.548,Infinity,23.982,Infinity,24.964,Infinity,24.921,Infinity,24.217,509.50344098223417,24.243,531.2013711936568,23.987,Infinity,24.173,Infinity,24.577,580.9221282997037,24.283,Infinity,24.363,Infinity,24.171,Infinity,24.212,Infinity,24.579,Infinity,23.799,Infinity,24.251,529.9185535986744,23.897,Infinity,24.322,Infinity,24.126,Infinity,24.3,Infinity,24.035,Infinity,23.766,Infinity,24.226,Infinity,24.123,Infinity,24.686,Infinity,24.336,Infinity,24.045,Infinity,24.64,Infinity,24.365,Infinity,24.04,Infinity,24.499,Infinity,24.426,Infinity,24.444,Infinity,24.349,Infinity,24.118,Infinity,24.095,Infinity,24.548,Infinity,24.643,Infinity,23.707,Infinity,23.827,Infinity,24.261,Infinity,23.776,Infinity,24.526,Infinity,24.354,Infinity,25.145,Infinity,24.67,Infinity,23.652,Infinity,24.683,Infinity,24.584,Infinity,24.601,Infinity,23.46,Infinity,24.96,Infinity,25.051,Infinity,24.552,Infinity,23.753,Infinity,23.804,Infinity,24.354,Infinity,24.403,Infinity,24.188,Infinity,24.837,528.7943147387376,24.492,Infinity,24.439,Infinity,23.844,520.3932235206477,24.077,Infinity,24.054,Infinity,24.292,Infinity,24.576,Infinity,23.996,Infinity,24.521,Infinity,24.067,Infinity,24.528
Infinity,24.112,Infinity,24.358,550.8240251553605,24.292,Infinity,24.177,Infinity,23.985,Infinity,23.978,Infinity,24.625,Infinity,24.108,Infinity,24.544,Infinity,24.304,Infinity,23.837,Infinity,24.145,Infinity,24.762,Infinity,23.792,Infinity,24.395,Infinity,24.444,Infinity,23.96,Infinity,24.436,Infinity,24.327,Infinity,24.154,Infinity,23.84,Infinity,24.874,Infinity,24.379,503.464488614073,24.535,Infinity,24.22,Infinity,23.853,Infinity,23.654,Infinity,25.578,Infinity,24.89,Infinity,24.369,Infinity,24.238,Infinity,24.293,Infinity,24.409,Infinity,24.859,Infinity,24.068,Infinity,24.236,Infinity,24.088,547.8237399047866,24.593,581.8621686530529,24.278,Infinity,25.084,Infinity,23.775,Infinity,23.77,Infinity,24.55,Infinity,24.038,Infinity,24.282,529.3684839626342,24.029,Infinity,24.614,Infinity,24.387,Infinity,23.748,Infinity,24.738,Infinity,24.532,Infinity,24.633,Infinity,24.166,Infinity,24.765,Infinity,24.136,Infinity,24.05,Infinity,24.377,Infinity,24.128,Infinity,24.249,Infinity,24.079,Infinity,24.165,Infinity,24.828,Infinity,24.369,Infinity,24.339,Infinity,25.291,Infinity,24.371,Infinity,24.425,Infinity,23.606,Infinity,24.085,Infinity,24.298,Infinity,23.974,Infinity,24.673,Infinity,24.246,Infinity,24.072,520.072467706076,24.071,Infinity,24.003,Infinity,24.663,Infinity,24.093,Infinity,24.343,Infinity,23.725,Infinity,24.746,Infinity,23.786,555.1814539944022,23.718,Infinity,25.152,Infinity,24.124,Infinity,24.592,Infinity,24.016,Infinity,24.093,Infinity,24.437,Infinity,24.297,Infinity,24.337,Infinity,24.106,518.3187040964362,23.629,Infinity,24.222,Infinity,23.957,Infinity,24.659,Infinity,24.946,Infinity,24.23,Infinity,24.209,Infinity,24.088
