Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time,Value,Time
Infinity,24.159,Infinity,24.965,Infinity,24.356,Infinity,24.394,Infinity,24.757,Infinity,24.661,Infinity,24.801,Infinity,24.354,Infinity,25.191,Infinity,23.896,Infinity,24.573,Infinity,24.641,Infinity,24.454,Infinity,24.026,Infinity,24.49,Infinity,24.175,Infinity,24.512,Infinity,24.407,Infinity,24.671,Infinity,23.819,Infinity,25.0,Infinity,24.091,Infinity,24.437,Infinity,24.493,Infinity,23.833,Infinity,23.74,Infinity,24.964,Infinity,24.837,Infinity,24.311,Infinity,24.432,Infinity,24.461,Infinity,24.155,Infinity,23.697,Infinity,24.135,Infinity,23.915,Infinity,24.601,Infinity,24.529,Infinity,24.161,Infinity,24.437,Infinity,24.419,Infinity,24.264,Infinity,23.997,Infinity,24.301,Infinity,24.152,Infinity,24.1,Infinity,24.189,Infinity,24.474,Infinity,24.631,Infinity,23.938,Infinity,23.928,Infinity,25.038,Infinity,24.8,Infinity,24.58,Infinity,24.055,Infinity,24.226,Infinity,23.576,Infinity,24.359,Infinity,24.407,Infinity,24.981,Infinity,25.128,Infinity,24.17,Infinity,24.239,Infinity,24.281,Infinity,24.396,Infinity,24.056,Infinity,24.339,Infinity,24.398,Infinity,24.444,Infinity,24.19,Infinity,24.933,Infinity,24.676,Infinity,24.409,Infinity,24.292,Infinity,24.268,Infinity,24.06,Infinity,23.972,Infinity,23.927,Infinity,24.683,Infinity,24.782,Infinity,24.135,Infinity,24.977,Infinity,24.326,Infinity,24.063,Infinity,24.317,Infinity,24.225,Infinity,24.587,Infinity,24.267,Infinity,24.902,Infinity,24.015,Infinity,24.313,Infinity,24.452,Infinity,24.126,Infinity,24.694,521.5326683551566,24.809,Infinity,24.455,Infinity,23.721,Infinity,24.408,Infinity,24.832,Infinity,23.983,Infinity,24.016
Infinity,23.553,Infinity,24.665,550.8993820194909,23.827,Infinity,23.442,Infinity,23.808,Infinity,24.297,Infinity,24.605,Infinity,24.072,Infinity,25.061,Infinity,25.164,Infinity,24.028,Infinity,23.985,Infinity,23.854,Infinity,23.926,Infinity,24.047,Infinity,23.63,Infinity,23.928,Infinity,24.633,Infinity,23.823,Infinity,24.215,Infinity,24.199,Infinity,24.406,Infinity,25.306,Infinity,24.549,Infinity,24.882,Infinity,24.05,Infinity,24.018,Infinity,24.081,Infinity,24.536,Infinity,24.464,Infinity,24.092,Infinity,24.195,Infinity,24.203,Infinity,24.086,Infinity,24.373,Infinity,24.501,Infinity,23.933,Infinity,23.228,581.9966356855253,24.642,Infinity,24.703,Infinity,24.298,Infinity,23.887,Infinity,24.514,Infinity,24.119,Infinity,24.095,Infinity,24.179,Infinity,23.853,Infinity,23.368,Infinity,23.718,Infinity,24.173,Infinity,24.142,Infinity,23.883,Infinity,24.271,Infinity,24.336,Infinity,24.114,Infinity,23.942,Infinity,24.402,Infinity,24.246,Infinity,24.483,Infinity,24.235,539.6524207202042,24.103,Infinity,24.507,Infinity,24.746,Infinity,24.19,Infinity,23.975,Infinity,24.118,Infinity,24.252,Infinity,24.031,Infinity,23.672,Infinity,24.622,Infinity,24.56,Infinity,23.784,Infinity,23.838,Infinity,23.959,Infinity,24.656,Infinity,23.817,Infinity,24.461,Infinity,24.878,Infinity,24.073,Infinity,23.714,Infinity,24.116,Infinity,24.148,Infinity,23.946,Infinity,24.093,Infinity,24.957,Infinity,24.651,Infinity,24.415,Infinity,24.277,Infinity,24.253,Infinity,23.876,Infinity,24.545,Infinity,24.239,519.2736275566781,23.756,Infinity,24.06,Infinity,23.924,Infinity,24.19,Infinity,24.696,Infinity,25.025,Infinity,23.892,Infinity,24.264
Infinity,24.268,Infinity,24.434,Infinity,23.597,Infinity,24.682,Infinity,24.224,Infinity,23.998,Infinity,24.45,Infinity,23.715,Infinity,24.682,Infinity,23.644,Infinity,24.072,Infinity,24.421,Infinity,23.983,Infinity,24.226,Infinity,24.559,Infinity,24.143,Infinity,23.806,Infinity,24.008,Infinity,24.035,Infinity,23.956,Infinity,24.148,Infinity,23.957,Infinity,23.695,Infinity,24.691,Infinity,23.711,Infinity,23.819,Infinity,23.898,Infinity,24.083,540.0372283325946,24.469,Infinity,23.916,Infinity,24.214,Infinity,25.049,Infinity,24.196,Infinity,24.283,Infinity,24.465,Infinity,23.665,Infinity,23.984,Infinity,24.594,Infinity,24.716,Infinity,24.251,Infinity,24.752,Infinity,24.31,Infinity,24.666,Infinity,24.159,Infinity,24.765,Infinity,24.206,Infinity,24.625,Infinity,23.905,Infinity,23.623,Infinity,24.737,Infinity,24.65,Infinity,24.589,Infinity,24.952,Infinity,24.08,Infinity,24.533,Infinity,24.189,Infinity,23.797,Infinity,24.242,Infinity,23.87,Infinity,24.597,Infinity,24.387,Infinity,24.109,Infinity,23.978,Infinity,24.98,Infinity,24.303,Infinity,24.335,Infinity,24.114,Infinity,23.861,Infinity,23.857,Infinity,24.127,Infinity,23.907,Infinity,23.816,Infinity,24.303,Infinity,24.046,Infinity,25.263,Infinity,23.399,Infinity,24.233,Infinity,23.849,529.6839341603537,24.213,Infinity,23.956,Infinity,23.735,Infinity,23.851,Infinity,24.111,Infinity,23.844,Infinity,23.534,Infinity,23.697,Infinity,24.606,Infinity,24.264,547.85751116072,23.692,Infinity,24.268,Infinity,24.828,Infinity,24.194,Infinity,24.291,Infinity,24.348,Infinity,24.224,Infinity,24.021,Infinity,24.355,Infinity,24.438,Infinity,24.323,Infinity,24.413
Infinity,23.716,Infinity,24.982,550.3076830931404,23.969,Infinity,23.55,Infinity,23.901,Infinity,23.841,Infinity,23.897,Infinity,23.974,Infinity,24.11,Infinity,24.198,Infinity,23.829,Infinity,24.323,Infinity,24.15,Infinity,23.916,Infinity,23.729,Infinity,24.085,Infinity,23.78,Infinity,24.147,Infinity,24.068,Infinity,23.427,Infinity,23.835,Infinity,24.225,Infinity,24.026,501.50177465447166,24.194,Infinity,24.817,Infinity,24.257,537.794222945162,25.087,Infinity,24.231,539.1646467294484,24.34,Infinity,24.167,Infinity,24.001,Infinity,24.052,Infinity,24.639,Infinity,24.273,Infinity,23.934,Infinity,24.66,Infinity,23.774,Infinity,24.426,Infinity,25.431,Infinity,24.201,Infinity,23.783,Infinity,24.086,Infinity,24.118,Infinity,25.265,Infinity,23.879,Infinity,23.882,Infinity,24.42,Infinity,23.881,Infinity,23.724,Infinity,23.774,Infinity,24.138,Infinity,23.984,Infinity,24.479,Infinity,24.698,Infinity,24.142,Infinity,23.954,Infinity,24.451,Infinity,24.168,Infinity,24.617,Infinity,24.126,Infinity,23.548,Infinity,23.871,Infinity,25.012,Infinity,24.295,Infinity,24.271,Infinity,24.463,Infinity,24.25,Infinity,24.399,Infinity,24.034,Infinity,24.139,Infinity,24.001,Infinity,24.282,Infinity,23.99,Infinity,23.957,518.7416293480952,25.287,Infinity,24.11,Infinity,23.791,Infinity,24.66,Infinity,24.754,Infinity,24.017,Infinity,24.165,Infinity,23.916,Infinity,23.953,Infinity,24.176,Infinity,23.521,Infinity,24.033,Infinity,24.727,Infinity,23.885,Infinity,23.337,Infinity,23.99,Infinity,24.47,Infinity,23.931,520.4183383813639,23.942,Infinity,23.71,Infinity,23.802,Infinity,24.367,Infinity,24.461,Infinity,23.987,Infinity,23.737,Infinity,24.014
Infinity,24.035,Infinity,23.957,Infinity,24.327,Infinity,25.023,Infinity,24.366,Infinity,24.586,Infinity,24.167,Infinity,24.512,Infinity,24.813,Infinity,23.965,Infinity,23.882,Infinity,24.308,Infinity,24.29,Infinity,23.641,Infinity,24.269,Infinity,24.081,Infinity,23.789,Infinity,24.081,Infinity,24.109,Infinity,24.342,Infinity,24.146,Infinity,23.532,Infinity,24.156,505.700066918387,24.199,Infinity,24.588,Infinity,23.842,Infinity,24.952,Infinity,24.948,Infinity,24.079,Infinity,24.092,Infinity,24.613,Infinity,24.244,Infinity,23.838,Infinity,24.162,Infinity,23.974,Infinity,23.603,Infinity,24.888,Infinity,23.559,583.0252515170515,24.018,Infinity,24.395,Infinity,23.606,Infinity,23.915,Infinity,24.612,Infinity,24.803,Infinity,24.42,527.823350173601,24.072,Infinity,24.866,Infinity,24.047,Infinity,23.927,Infinity,24.96,Infinity,23.88,Infinity,24.013,Infinity,24.254,Infinity,24.51,Infinity,24.365,Infinity,23.893,Infinity,24.389,Infinity,24.444,Infinity,24.256,Infinity,24.483,Infinity,24.421,Infinity,25.349,Infinity,24.325,Infinity,24.414,496.147206477086,23.986,Infinity,24.022,Infinity,24.514,Infinity,23.85,Infinity,24.141,Infinity,24.609,Infinity,23.643,Infinity,23.842,Infinity,23.869,Infinity,24.274,Infinity,23.946,Infinity,23.376,Infinity,23.688,Infinity,24.004,Infinity,24.219,Infinity,24.322,Infinity,24.51,Infinity,23.658,Infinity,24.933,Infinity,24.07,Infinity,24.238,Infinity,24.481,Infinity,24.333,Infinity,23.748,547.1851376862768,23.82,Infinity,23.789,Infinity,23.731,Infinity,23.746,520.3116329170837,24.06,Infinity,24.838,Infinity,24.535,Infinity,24.39,Infinity,24.369,Infinity,24.342,Infinity,23.628,Infinity,24.721
Infinity,23.73,Infinity,24.19,550.8240251553605,23.918,Infinity,23.774,Infinity,24.142,Infinity,24.211,Infinity,24.257,Infinity,24.251,Infinity,24.461,Infinity,24.382,Infinity,24.166,Infinity,23.972,Infinity,24.2,Infinity,23.54,Infinity,24.361,Infinity,24.526,Infinity,23.872,Infinity,23.963,Infinity,23.857,Infinity,24.026,Infinity,23.561,Infinity,24.602,Infinity,23.589,503.464488614073,24.337,Infinity,24.525,Infinity,23.373,Infinity,24.65,Infinity,24.636,Infinity,24.095,Infinity,23.829,Infinity,24.073,Infinity,24.179,Infinity,24.484,Infinity,23.877,Infinity,24.32,Infinity,23.89,Infinity,23.796,547.8237399047866,23.905,581.8621686530529,24.616,Infinity,24.306,Infinity,23.395,Infinity,24.181,Infinity,25.079,Infinity,23.406,Infinity,24.596,529.3684839626342,24.136,Infinity,24.999,Infinity,23.426,Infinity,23.654,Infinity,24.076,Infinity,24.656,Infinity,24.086,Infinity,24.187,Infinity,24.634,Infinity,24.001,Infinity,24.228,Infinity,23.485,Infinity,24.618,Infinity,24.401,Infinity,24.015,Infinity,23.572,Infinity,24.919,Infinity,24.524,Infinity,24.184,Infinity,23.862,Infinity,24.737,Infinity,24.32,Infinity,23.799,Infinity,23.76,Infinity,24.061,Infinity,24.435,Infinity,23.552,Infinity,24.129,Infinity,24.281,520.072467706076,24.109,Infinity,23.838,Infinity,25.519,Infinity,24.327,Infinity,24.394,Infinity,23.825,Infinity,24.661,Infinity,23.943,555.1814539944022,23.942,Infinity,24.587,Infinity,24.887,Infinity,24.135,Infinity,23.762,Infinity,23.666,Infinity,24.198,Infinity,24.14,Infinity,23.68,Infinity,24.173,518.3187040964362,23.819,Infinity,24.496,Infinity,23.23,Infinity,24.005,Infinity,23.882,Infinity,23.998,Infinity,23.806,Infinity,24.604
